application_id,borrower_id,application_date,approval_date,time_to_decision,application_status,amount_requested,approved_amount,interest_rate,term,ltv_ratio,combined_ltv,loan_purpose,credit_score,annual_income,property_value
sdv-id-hfwjtz,sdv-pii-ubvj4,2024-05-09,,16,Approved,78439,22627,6.25,180,60.2,66.1,Home Improvement,778,83987,330851
sdv-id-MjQGxo,sdv-pii-qme4l,2024-01-03,2023-09-30,19,Approved,193248,8957,3.9,360,88.8,95.6,Home Improvement,788,145733,530121
sdv-id-xTcHGt,sdv-pii-xnmxw,2024-01-10,2023-04-17,13,Pending,123911,108,0.01,240,77.4,84.9,Education Expenses,748,87263,394231
sdv-id-aardHg,sdv-pii-op8lp,2023-07-25,,14,Pending,170654,0,0.0,360,89.6,97.4,Home Improvement,620,61716,439266
sdv-id-aKlXsh,sdv-pii-1x2fg,2024-11-10,2024-11-14,17,Approved,115150,20204,6.25,240,72.3,81.1,Debt Consolidation,783,99036,430408
sdv-id-TWRoSV,sdv-pii-sg9ey,2023-06-25,2023-07-20,10,Approved,41654,34486,6.25,240,41.3,47.5,Medical Expenses,716,68422,271989
sdv-id-GeLtxW,sdv-pii-juzg4,2022-06-27,2023-11-27,13,Approved,78793,77764,6.25,360,46.8,51.9,Home Improvement,795,132413,438828
sdv-id-xPBroS,sdv-pii-ukxg4,2024-04-04,,18,Denied,157386,5650,6.21,180,85.4,92.8,Debt Consolidation,765,101028,398599
sdv-id-kIGBeE,sdv-pii-pojcd,2023-09-24,,13,Approved,145532,749,3.13,240,81.0,87.1,Debt Consolidation,636,63702,401620
sdv-id-xpCPIn,sdv-pii-ld3tb,2022-02-03,,11,Pending,167659,117,0.0,360,80.0,86.2,Debt Consolidation,703,73791,496675
sdv-id-kNBlvf,sdv-pii-3nfoj,2022-06-09,,10,Approved,51663,137622,6.25,360,41.1,47.2,Home Improvement,795,145867,398468
sdv-id-IeTYry,sdv-pii-dzv5f,2023-08-10,2023-02-07,14,Approved,93368,6035,6.18,120,63.1,70.3,Debt Consolidation,775,98643,343368
sdv-id-IsmKVS,sdv-pii-hr8xt,2024-10-20,2024-08-26,11,Approved,122106,2540,2.8,360,72.2,80.0,Home Improvement,794,89188,447086
sdv-id-FEETeT,sdv-pii-oyodt,2023-05-10,2024-03-18,12,Approved,117954,866,1.81,360,73.1,78.8,Home Improvement,627,73469,338691
sdv-id-sQvrzy,sdv-pii-wnwhb,2023-04-26,,14,Pending,131600,13738,6.25,240,74.0,80.5,Debt Consolidation,789,99514,438404
sdv-id-dGPbgy,sdv-pii-ugks0,2022-12-06,2023-02-01,15,Approved,135945,4022,5.47,360,77.6,87.3,Education Expenses,643,104729,443291
sdv-id-oBwXJx,sdv-pii-6ulat,2024-10-29,2024-10-04,12,Pending,133337,1656,4.01,240,72.0,77.9,Education Expenses,711,87428,410891
sdv-id-ckAJQn,sdv-pii-k0c41,2022-09-13,2022-10-13,18,Approved,90137,38922,6.25,240,70.7,77.9,Debt Consolidation,786,96045,424235
sdv-id-ANfqZU,sdv-pii-xgsyg,2023-10-30,2023-04-22,14,Approved,83687,16058,6.25,360,51.7,57.5,Medical Expenses,720,103044,399021
sdv-id-IvXHhr,sdv-pii-kxz6u,2022-12-24,2022-08-25,10,Approved,41236,28526,6.25,240,41.8,48.1,Debt Consolidation,790,74663,266482
sdv-id-ycRQrY,sdv-pii-i4na3,2023-08-01,,10,Approved,134345,20592,6.25,360,78.7,85.3,Home Improvement,756,113499,410999
sdv-id-EoWEbG,sdv-pii-couz4,2023-10-01,2024-06-21,18,Approved,62601,35033,6.25,180,49.2,53.6,Medical Expenses,756,79270,288489
sdv-id-bWoxOh,sdv-pii-b0knr,2022-01-29,2022-07-04,12,Approved,127413,5176,6.2,360,66.1,73.3,Debt Consolidation,703,114028,424014
sdv-id-pRDbei,sdv-pii-6lqzf,2023-10-12,2024-08-27,11,Approved,90561,27146,6.25,180,62.7,68.5,Education Expenses,793,92037,395094
sdv-id-vpDYTn,sdv-pii-1iasi,2023-11-08,2023-06-13,21,Approved,130291,877,1.17,360,81.3,88.6,Home Improvement,673,70967,413835
sdv-id-URxkYh,sdv-pii-a6dbq,2024-09-28,2023-11-21,15,Pending,145980,0,0.0,360,87.2,95.5,Debt Consolidation,605,70418,388648
sdv-id-PkGxWI,sdv-pii-3dppe,2024-05-01,,14,Approved,91321,34236,6.25,360,59.2,64.0,Home Improvement,794,140659,444829
sdv-id-fBYgsm,sdv-pii-3qzrn,2024-05-31,,11,Denied,133433,1521,4.84,240,76.8,85.0,Education Expenses,643,76934,374591
sdv-id-sCOuHu,sdv-pii-y49yf,2023-02-23,2023-09-18,9,Approved,44374,13180,6.25,180,46.0,51.6,Medical Expenses,672,62776,268979
sdv-id-nNWsUS,sdv-pii-f1ls6,2024-06-06,2023-12-23,17,Withdrawn,120003,39,0.0,180,81.7,89.9,Home Improvement,637,62833,341074
sdv-id-vkVrAU,sdv-pii-r7un5,2023-12-05,,15,Pending,114003,3025,4.77,360,75.7,83.7,Home Improvement,783,80170,417723
sdv-id-CoNDbG,sdv-pii-xqzof,2024-02-15,2023-09-14,14,Approved,180750,8121,6.18,240,86.3,93.5,Debt Consolidation,750,126521,505069
sdv-id-YbHEoC,sdv-pii-4brhb,2023-10-03,,12,Approved,63648,3539,6.25,180,66.8,74.4,Medical Expenses,634,66593,270610
sdv-id-QOHbFf,sdv-pii-vovxu,2022-06-25,,11,Approved,59490,32395,6.25,240,47.0,52.7,Education Expenses,792,83815,314142
sdv-id-amRWPs,sdv-pii-bxkuk,2023-08-03,,14,Approved,205000,4143,0.4,360,90.8,97.9,Debt Consolidation,748,136764,536059
sdv-id-foCcQP,sdv-pii-0x86z,2023-06-14,2023-10-10,13,Approved,78794,15475,6.25,360,54.1,61.0,Medical Expenses,763,85168,337746
sdv-id-FwqOcY,sdv-pii-zuqiu,2024-10-07,2024-10-19,16,Approved,159791,29676,6.25,120,75.5,80.0,Debt Consolidation,790,126968,524178
sdv-id-hCgXtO,sdv-pii-yxqsn,2024-01-27,2023-10-18,14,Approved,82073,7220,6.25,360,60.9,69.3,Home Improvement,781,92804,394742
sdv-id-iKHXMF,sdv-pii-rxwhg,2024-09-08,,15,Denied,109046,160,1.44,180,79.9,85.1,Home Improvement,652,65975,282681
sdv-id-MLGOXc,sdv-pii-0lvxd,2023-10-17,,19,Approved,136685,17400,6.25,180,75.2,79.8,Debt Consolidation,709,91344,411352
sdv-id-CSHliR,sdv-pii-8ktuj,2024-08-01,2023-12-21,10,Approved,88275,8933,6.25,240,52.8,59.7,Home Improvement,778,69022,375017
sdv-id-xHkBJF,sdv-pii-6t6h4,2024-04-23,2024-04-16,16,Approved,108250,6159,5.81,240,62.4,68.0,Home Improvement,790,103573,419916
sdv-id-FgSnqi,sdv-pii-kidka,2022-09-10,2022-12-23,16,Approved,99356,54432,6.25,180,64.7,70.4,Education Expenses,795,115874,412387
sdv-id-LYTlGl,sdv-pii-8xlx2,2022-01-07,,14,Approved,96812,3807,6.24,240,66.4,72.0,Medical Expenses,678,85983,334188
sdv-id-bQpsBj,sdv-pii-yu0b7,2024-11-23,,22,Approved,163340,222,0.0,120,89.6,97.3,Home Improvement,735,112466,437887
sdv-id-NcfKdJ,sdv-pii-qqvom,2023-05-26,2023-11-22,15,Approved,76425,44495,6.25,120,54.5,60.7,Debt Consolidation,782,102415,415470
sdv-id-eCfqcb,sdv-pii-kgn9j,2022-01-15,2022-02-28,17,Approved,120082,25442,6.25,180,70.6,75.6,Education Expenses,751,78671,336342
sdv-id-FCqUXV,sdv-pii-zxqud,2024-06-29,2024-11-16,15,Withdrawn,107436,74,0.01,180,80.1,88.4,Debt Consolidation,612,64509,303390
sdv-id-GnTzns,sdv-pii-1tezj,2023-10-17,2024-01-20,11,Approved,105031,18216,6.25,180,67.3,72.3,Debt Consolidation,721,81413,331190
sdv-id-LWUqHR,sdv-pii-2juzg,2023-02-10,,12,Approved,108466,24,0.01,180,85.5,94.0,Debt Consolidation,641,62066,286308
sdv-id-eMyWnJ,sdv-pii-71tsr,2024-11-06,2024-08-12,17,Pending,156434,0,0.0,240,89.7,97.3,Education Expenses,605,61294,283429
sdv-id-kvihBE,sdv-pii-yjaiu,2023-07-03,2023-08-26,11,Approved,97845,9533,6.25,120,58.9,63.4,Debt Consolidation,792,80887,370520
sdv-id-TzjnZy,sdv-pii-ybx3f,2023-02-13,2023-04-16,15,Approved,63591,7520,6.25,180,57.0,62.1,Home Improvement,686,88589,353619
sdv-id-wvUqRD,sdv-pii-cdc72,2024-07-23,,14,Approved,124501,59,0.05,240,80.3,87.5,Medical Expenses,641,70504,291126
sdv-id-IHaPaX,sdv-pii-um99f,2022-06-16,2022-06-24,15,Pending,56012,31,0.07,180,55.8,63.9,Debt Consolidation,670,61085,266749
sdv-id-HIDfeG,sdv-pii-n0m60,2022-07-02,,10,Denied,99287,3284,6.22,240,64.7,71.2,Home Improvement,692,64387,318950
sdv-id-LtDFZd,sdv-pii-io2ui,2023-02-28,2024-01-19,12,Denied,131906,1165,1.26,360,78.0,86.4,Debt Consolidation,735,76903,407645
sdv-id-UNSQtH,sdv-pii-70bv6,2023-12-23,2024-01-24,16,Approved,100674,30476,6.25,240,62.6,69.9,Home Improvement,795,120364,519439
sdv-id-jKvhXq,sdv-pii-dc8f3,2022-10-09,,10,Approved,61087,2467,6.24,180,67.4,74.3,Education Expenses,694,69715,280679
sdv-id-fBaEbY,sdv-pii-r6a4o,2022-06-15,2022-10-11,15,Withdrawn,83851,467,3.01,180,68.4,75.5,Medical Expenses,617,61655,289724
sdv-id-KzdTqs,sdv-pii-pj938,2022-01-09,2022-01-28,9,Approved,44191,24864,6.25,120,45.0,51.3,Home Improvement,676,72548,269875
sdv-id-MPRatU,sdv-pii-nl43i,2023-01-12,2023-07-15,12,Denied,105949,1928,4.85,120,71.0,79.3,Debt Consolidation,775,63082,329151
sdv-id-cFSSol,sdv-pii-8iqjx,2022-05-11,2022-09-09,18,Approved,51500,52318,6.25,240,43.9,50.2,Medical Expenses,769,118302,287083
sdv-id-GDxvsI,sdv-pii-dtibc,2023-08-18,2023-05-01,16,Approved,97649,27970,6.25,180,65.5,72.8,Home Improvement,768,110885,340156
sdv-id-AcqhXq,sdv-pii-hf2e2,2024-08-09,2024-06-06,12,Denied,75043,3170,6.13,240,56.1,63.6,Debt Consolidation,749,64911,349113
sdv-id-PttnSW,sdv-pii-yo7x0,2023-02-20,2022-07-09,10,Approved,92060,75118,6.25,240,52.3,58.8,Medical Expenses,795,115644,401172
sdv-id-tflDia,sdv-pii-cg6pg,2023-03-06,,12,Approved,80075,67993,6.25,240,51.0,55.4,Debt Consolidation,795,144704,451745
sdv-id-EjkATN,sdv-pii-dtvg8,2023-11-11,2023-01-31,12,Pending,168196,589,0.27,360,85.8,92.8,Debt Consolidation,745,92293,495367
sdv-id-TPrYap,sdv-pii-msl2h,2022-06-18,2022-04-03,17,Approved,121503,1740,0.15,360,83.1,91.9,Home Improvement,791,87874,431983
sdv-id-QdSkNH,sdv-pii-a21n8,2023-07-16,2022-11-30,10,Withdrawn,68305,7771,6.25,360,57.7,62.3,Home Improvement,770,108953,329031
sdv-id-MFgNbb,sdv-pii-npvk7,2024-08-17,2024-04-03,11,Approved,67822,25176,6.25,240,49.7,55.4,Home Improvement,795,118756,313177
sdv-id-lxyFne,sdv-pii-5korh,2022-04-03,2022-12-12,9,Approved,69616,16541,6.25,120,50.3,57.5,Education Expenses,743,76881,314446
sdv-id-pfEUvH,sdv-pii-ufghq,2024-07-25,2024-03-27,16,Pending,50396,722,5.92,180,56.4,63.9,Debt Consolidation,659,61496,269182
sdv-id-XBZmMU,sdv-pii-ybvzk,2022-07-18,2022-11-20,12,Approved,84906,13910,6.25,240,61.9,69.5,Debt Consolidation,769,75879,348580
sdv-id-YNRHyo,sdv-pii-dux3h,2024-02-03,2024-05-15,19,Approved,162293,352,0.03,360,87.2,94.8,Medical Expenses,700,64372,474574
sdv-id-GgHJFV,sdv-pii-tpjku,2023-10-06,,15,Approved,129249,7810,6.25,240,81.2,90.8,Medical Expenses,749,85300,357882
sdv-id-BjqEHg,sdv-pii-jhgoo,2023-07-02,2023-12-21,25,Withdrawn,190950,881,0.02,120,88.1,95.2,Debt Consolidation,635,72698,479853
sdv-id-xHhhCr,sdv-pii-rllfm,2024-08-19,2024-09-22,12,Denied,183942,37554,6.25,120,82.7,87.4,Home Improvement,795,149861,535315
sdv-id-ZDgkMJ,sdv-pii-smixw,2022-02-08,2022-12-16,13,Approved,50183,49998,6.25,240,43.4,49.0,Home Improvement,793,81960,310577
sdv-id-ghPfhm,sdv-pii-mi59g,2023-07-05,2024-06-08,18,Withdrawn,191064,1,0.0,360,91.0,98.4,Home Improvement,685,64241,410875
sdv-id-NMsXXa,sdv-pii-h0gge,2023-03-02,2022-05-07,9,Pending,73199,41,0.13,180,61.4,69.8,Debt Consolidation,620,61655,270573
sdv-id-AoKQoV,sdv-pii-sgw93,2024-06-24,2024-07-20,11,Approved,60854,30780,6.25,180,51.9,57.1,Education Expenses,779,74250,298271
sdv-id-XuxQcC,sdv-pii-l0fv2,2024-08-12,2023-09-06,13,Pending,172107,1,0.0,120,90.5,98.0,Medical Expenses,683,63024,388416
sdv-id-jezmWx,sdv-pii-jlbxy,2023-04-21,2023-03-08,12,Approved,71835,20015,6.25,240,63.2,72.0,Home Improvement,779,98504,372831
sdv-id-DLWuVV,sdv-pii-bibku,2023-04-13,2023-07-23,11,Denied,157921,1974,4.35,240,78.3,83.5,Debt Consolidation,703,69606,369619
sdv-id-KUikHM,sdv-pii-e0e3i,2022-01-29,,12,Denied,77247,58698,6.25,240,54.6,60.8,Debt Consolidation,794,117118,463468
sdv-id-oaDGtB,sdv-pii-s2pp6,2024-08-21,2024-07-09,17,Approved,157151,35913,6.25,120,66.3,70.5,Home Improvement,729,127421,503382
sdv-id-AEpeuZ,sdv-pii-aolwu,2023-08-06,,10,Denied,91893,22559,6.25,240,53.0,58.8,Debt Consolidation,691,85835,375856
sdv-id-rNDfCm,sdv-pii-hs3vz,2023-12-22,,22,Approved,203614,1361,0.02,120,90.9,98.2,Debt Consolidation,743,86141,517741
sdv-id-temofa,sdv-pii-2wfsi,2024-04-29,2023-02-19,14,Approved,111822,46832,6.25,240,61.7,66.6,Education Expenses,789,106639,352223
sdv-id-VRQMOg,sdv-pii-340jj,2024-02-05,2023-12-25,11,Approved,62828,29091,6.25,240,44.7,50.3,Debt Consolidation,790,113860,395479
sdv-id-UbyByL,sdv-pii-7tmb6,2022-11-01,2022-07-16,13,Approved,82119,22361,6.25,360,51.4,57.0,Home Improvement,776,142087,435143
sdv-id-iumcNR,sdv-pii-bhef4,2022-10-27,2023-06-29,12,Approved,108322,64003,6.25,360,57.6,62.2,Debt Consolidation,794,132968,522001
sdv-id-ZVUaMQ,sdv-pii-umswa,2024-10-27,,11,Denied,42753,4998,6.25,180,47.1,55.1,Education Expenses,613,61540,266416
sdv-id-lSTdUX,sdv-pii-00kii,2022-12-20,2023-05-11,16,Approved,163707,19240,6.25,240,78.4,83.6,Medical Expenses,778,119504,489671
sdv-id-CgtYtq,sdv-pii-ud2t7,2024-03-20,,14,Approved,72682,18013,6.25,180,60.0,66.7,Medical Expenses,766,63409,325552
sdv-id-hZwRwH,sdv-pii-x6oh2,2024-11-10,,11,Approved,160054,2529,3.88,120,84.3,91.4,Home Improvement,791,103188,510595
sdv-id-cgowEq,sdv-pii-pcxce,2024-01-27,,10,Approved,75646,24021,6.25,120,48.3,53.9,Education Expenses,794,81606,289239
sdv-id-wXHwWU,sdv-pii-gr9nr,2023-03-16,2022-07-28,13,Pending,158708,5,0.0,180,90.1,97.6,Home Improvement,645,70648,368945
sdv-id-HQaRML,sdv-pii-9rj3v,2022-07-09,2022-06-10,18,Approved,75161,10355,6.25,240,54.8,60.4,Debt Consolidation,714,68985,325786
sdv-id-PbeiOc,sdv-pii-augca,2022-07-07,2022-07-26,10,Approved,76800,11759,6.25,180,65.4,71.6,Debt Consolidation,724,72802,287581
sdv-id-nyiyZr,sdv-pii-nsfty,2024-09-20,2024-07-10,14,Approved,161088,355,0.16,180,84.6,92.6,Home Improvement,771,101131,401409
sdv-id-nsbrGW,sdv-pii-4xx9m,2023-01-27,2023-12-05,14,Approved,116629,1163,3.11,360,76.3,84.1,Debt Consolidation,673,85304,379803
sdv-id-SDvFEO,sdv-pii-zmzc5,2023-01-06,2023-09-10,9,Approved,63835,11649,6.25,120,54.5,61.8,Debt Consolidation,699,70797,285403
sdv-id-rrpheO,sdv-pii-eag2u,2023-12-06,2023-11-07,16,Denied,186679,7742,5.77,120,87.1,94.1,Home Improvement,785,122465,520162
sdv-id-Rptlad,sdv-pii-nzakv,2024-03-05,,12,Approved,73023,67811,6.25,360,48.9,53.2,Home Improvement,757,135692,363061
sdv-id-ZfLdWw,sdv-pii-eqeuc,2023-04-21,2023-05-18,12,Approved,92125,12079,6.25,240,64.1,71.1,Education Expenses,745,77634,406827
sdv-id-RGMaao,sdv-pii-7r7rq,2022-01-19,2022-02-04,12,Approved,116692,1174,2.56,360,69.0,77.1,Debt Consolidation,782,131656,337168
sdv-id-MmTgzc,sdv-pii-2cv5s,2024-03-06,,12,Pending,113354,11195,6.25,360,64.4,70.7,Home Improvement,753,143793,484687
sdv-id-lUfQvK,sdv-pii-errvo,2024-01-23,2024-07-12,16,Approved,104697,907,2.48,240,77.9,86.5,Medical Expenses,690,71814,362667
sdv-id-fAobHH,sdv-pii-wq4oh,2022-12-23,2023-01-06,13,Approved,92429,25700,6.25,180,65.8,74.0,Medical Expenses,691,100525,365419
sdv-id-yqyXBZ,sdv-pii-8xnkw,2022-08-15,,11,Approved,83057,65877,6.25,180,55.8,61.7,Home Improvement,794,125113,452934
sdv-id-WFEMtC,sdv-pii-82jk3,2023-10-29,,16,Pending,97795,1236,4.3,180,72.6,80.8,Debt Consolidation,652,70602,357006
sdv-id-BLrHze,sdv-pii-faxnc,2024-04-11,2024-02-24,12,Approved,76489,2548,6.2,360,54.5,61.5,Debt Consolidation,701,78606,304645
sdv-id-noQarc,sdv-pii-0qllx,2023-02-03,2023-10-13,16,Approved,110665,24604,6.25,360,68.7,77.8,Debt Consolidation,745,122892,449738
sdv-id-xczYpc,sdv-pii-fuyqm,2022-10-14,,16,Approved,179810,591,0.39,360,88.8,96.4,Debt Consolidation,707,103091,444888
sdv-id-WkJSWY,sdv-pii-2rqwh,2023-07-26,,16,Approved,177282,1098,0.93,120,86.3,93.3,Education Expenses,653,106802,472480
sdv-id-CNHhDU,sdv-pii-szwps,2022-03-25,2022-02-17,14,Approved,71770,4488,6.24,180,62.5,68.6,Home Improvement,735,74939,287119
sdv-id-bjKFYE,sdv-pii-y76dy,2022-10-09,2023-06-21,16,Approved,114959,19217,6.25,240,72.3,77.3,Medical Expenses,691,104295,349630
sdv-id-pjRSUL,sdv-pii-oa415,2022-08-26,2022-07-11,11,Denied,77737,6745,6.24,240,55.3,62.3,Education Expenses,706,86272,285144
sdv-id-UzWjbu,sdv-pii-sk0q6,2023-07-19,2023-05-08,23,Pending,182238,264,0.0,240,88.6,96.1,Debt Consolidation,750,99869,455946
sdv-id-VRkGad,sdv-pii-7h92q,2023-12-29,2023-06-18,15,Approved,108465,757,2.11,180,78.0,84.3,Education Expenses,760,66918,347252
sdv-id-DNWIpf,sdv-pii-vkvnk,2022-07-21,2022-07-30,11,Approved,76997,22903,6.25,240,59.6,66.4,Home Improvement,772,100270,397163
sdv-id-ROcVsY,sdv-pii-azn1r,2022-02-10,2022-04-19,15,Approved,71419,951,2.24,240,68.3,75.5,Home Improvement,710,62297,297139
sdv-id-fAZWnE,sdv-pii-ruqqw,2023-10-29,2022-10-08,14,Withdrawn,157026,6494,4.92,120,79.3,86.7,Debt Consolidation,759,129632,510181
sdv-id-IuiYcr,sdv-pii-f6ons,2024-05-28,,13,Denied,150603,5382,5.81,360,79.9,86.5,Home Improvement,779,131674,488690
sdv-id-hkqsLB,sdv-pii-d9am9,2022-12-07,2024-05-31,15,Approved,74424,30881,6.25,180,57.5,62.8,Home Improvement,773,85963,398791
sdv-id-pHqtIb,sdv-pii-nhia3,2023-04-19,2023-04-27,11,Approved,88499,1849,6.2,240,60.5,65.9,Medical Expenses,659,71690,329332
sdv-id-JchLSz,sdv-pii-dt4i8,2022-06-03,2023-05-05,11,Approved,96943,109336,6.25,360,46.3,51.6,Home Improvement,795,147662,498101
sdv-id-hcXNsF,sdv-pii-3l71f,2023-09-26,2023-05-03,16,Approved,52476,42644,6.25,240,44.0,50.2,Debt Consolidation,792,131054,332796
sdv-id-TKBANK,sdv-pii-5bxxh,2022-06-19,2022-12-03,19,Approved,127508,168,0.64,240,72.1,76.2,Medical Expenses,679,67009,315027
sdv-id-Bdohds,sdv-pii-e3w4p,2024-04-04,2024-01-05,10,Approved,46411,24186,6.25,360,41.8,48.0,Debt Consolidation,780,78525,289975
sdv-id-hFDkhw,sdv-pii-8xbhw,2022-08-06,2022-11-04,9,Denied,74334,29754,6.25,120,50.9,57.8,Education Expenses,789,120545,365571
sdv-id-qZVTwh,sdv-pii-9m0to,2022-09-18,2022-08-06,15,Approved,72022,2277,5.98,240,66.7,75.0,Debt Consolidation,733,93030,312019
sdv-id-JyvBDC,sdv-pii-krvjr,2023-12-26,2024-02-02,13,Approved,107105,2411,6.18,180,78.0,85.9,Medical Expenses,793,72232,337071
sdv-id-nwwPRH,sdv-pii-hfi8o,2022-05-06,2022-11-26,18,Approved,63831,5566,6.25,180,58.9,66.8,Medical Expenses,695,64049,283621
sdv-id-VderQf,sdv-pii-pbk0d,2024-11-29,2024-10-27,16,Approved,99438,29589,6.25,120,66.3,73.7,Home Improvement,777,125526,450935
sdv-id-JzQiLl,sdv-pii-gmynr,2022-05-27,2022-06-18,11,Approved,45020,13936,6.25,240,44.7,51.3,Debt Consolidation,709,69746,271061
sdv-id-lfXmAE,sdv-pii-7tv3r,2022-07-07,2022-03-28,11,Approved,88469,14088,6.25,240,58.7,63.6,Debt Consolidation,791,108991,332985
sdv-id-DfNOzh,sdv-pii-mm4nh,2024-11-13,2024-10-17,19,Approved,106670,8364,6.2,240,72.3,80.9,Home Improvement,736,92295,455330
sdv-id-DAclTs,sdv-pii-a5gtu,2024-06-26,2024-05-23,10,Pending,88838,180,0.14,360,55.4,62.0,Home Improvement,774,76682,404535
sdv-id-iPOAcr,sdv-pii-mk6j0,2022-03-30,2022-08-04,11,Denied,184684,5024,6.19,120,87.4,93.5,Home Improvement,677,132267,491850
sdv-id-OmSoir,sdv-pii-khvxw,2023-10-24,2023-12-12,17,Approved,92793,47832,6.25,120,64.3,70.2,Home Improvement,792,123319,425398
sdv-id-vgPGoa,sdv-pii-3ca8z,2023-11-15,,10,Approved,98784,34326,6.25,360,57.8,63.9,Medical Expenses,750,120343,417393
sdv-id-lfQmsE,sdv-pii-65v2a,2022-01-20,2022-03-28,14,Approved,133569,11962,6.24,120,74.0,81.5,Medical Expenses,792,120553,423393
sdv-id-ZqCQFf,sdv-pii-5r781,2022-10-16,2023-04-18,14,Approved,74416,12353,6.25,240,59.7,65.5,Debt Consolidation,744,87022,334008
sdv-id-SCCNDw,sdv-pii-kcqee,2024-09-24,2024-11-03,13,Approved,74573,19293,6.25,180,48.7,54.5,Debt Consolidation,689,94359,356895
sdv-id-yjVRDE,sdv-pii-g87rr,2022-05-23,,13,Approved,72485,41619,6.25,240,53.6,59.7,Debt Consolidation,767,93802,446392
sdv-id-bNEmZN,sdv-pii-ix67t,2023-02-25,,13,Pending,202910,0,0.0,240,91.1,98.4,Home Improvement,606,62259,501642
sdv-id-xkSIOA,sdv-pii-ft86z,2024-09-01,2024-01-21,14,Approved,80600,1433,5.94,240,71.9,80.3,Debt Consolidation,693,79419,299076
sdv-id-IDEFlu,sdv-pii-ashju,2023-08-09,2023-03-11,11,Withdrawn,126925,7893,6.25,360,71.2,76.6,Debt Consolidation,688,114590,380557
sdv-id-UkfgkM,sdv-pii-v2b7k,2022-02-14,2022-02-15,14,Withdrawn,45513,3433,6.23,240,52.0,60.0,Debt Consolidation,691,61831,270919
sdv-id-OnQXbK,sdv-pii-h6cg7,2024-01-12,,14,Approved,41991,6670,6.25,180,43.5,49.3,Education Expenses,629,63169,266062
sdv-id-qttSwD,sdv-pii-5tt3w,2022-07-12,2022-12-28,13,Approved,75479,938,3.51,240,57.3,64.6,Home Improvement,683,68314,322688
sdv-id-KIvwSE,sdv-pii-igfmj,2022-03-19,2022-02-26,11,Approved,75045,13689,6.25,180,58.7,65.7,Debt Consolidation,696,91297,342892
sdv-id-RqBxID,sdv-pii-zlp02,2023-01-24,2023-06-16,13,Approved,53434,52130,6.25,180,44.0,50.3,Education Expenses,783,91248,321578
sdv-id-AOEMNf,sdv-pii-yy7fl,2023-01-03,,15,Pending,163190,0,0.0,360,90.1,97.6,Home Improvement,612,62698,446457
sdv-id-KIXnXP,sdv-pii-n2z3c,2023-10-28,2023-04-04,13,Denied,108889,4200,4.92,360,72.2,80.9,Home Improvement,707,114783,367818
sdv-id-OiDZYC,sdv-pii-5ibqc,2022-06-28,2022-07-27,12,Approved,153263,23913,6.25,360,65.4,69.7,Home Improvement,794,139309,515200
sdv-id-ENbtlS,sdv-pii-g24he,2022-05-07,2022-11-25,11,Approved,99289,16724,6.25,240,61.1,65.4,Home Improvement,702,99884,397510
sdv-id-POHjrF,sdv-pii-or3b2,2023-04-07,2023-11-30,14,Approved,86294,710,5.51,180,70.5,77.2,Debt Consolidation,612,61761,277151
sdv-id-tGKMCx,sdv-pii-077ym,2022-06-16,,12,Pending,152179,1,0.0,240,83.5,91.5,Debt Consolidation,659,67716,356409
sdv-id-aOdurZ,sdv-pii-82ohb,2024-11-24,2024-12-18,13,Denied,180679,53910,6.25,240,87.4,94.4,Education Expenses,792,121653,532756
sdv-id-QrtkIl,sdv-pii-o6nxn,2022-05-10,2022-09-16,11,Approved,47707,17040,6.25,120,48.5,54.7,Home Improvement,763,69316,273341
sdv-id-jdDdFs,sdv-pii-f955v,2022-07-05,2023-01-17,14,Approved,55727,2242,6.24,180,54.8,61.6,Home Improvement,661,62179,290247
sdv-id-eGVnDA,sdv-pii-zhwvr,2023-03-12,2024-01-29,12,Approved,137731,34179,6.25,360,76.8,83.4,Home Improvement,795,147095,477809
sdv-id-xmbAil,sdv-pii-vmawm,2024-07-23,,14,Approved,140195,21733,6.25,360,72.8,78.0,Home Improvement,795,126560,493745
sdv-id-hDjPJa,sdv-pii-lgrdp,2023-03-15,2023-04-05,13,Approved,118684,9247,6.25,240,76.1,82.8,Home Improvement,728,114441,416529
sdv-id-shxsnJ,sdv-pii-0ci2c,2024-02-01,2023-11-27,15,Approved,168819,20192,6.25,240,87.8,94.7,Education Expenses,794,97026,453897
sdv-id-RmVQyM,sdv-pii-ypgsx,2023-07-18,2023-10-06,14,Withdrawn,97674,3195,6.18,360,73.7,80.9,Debt Consolidation,712,67819,378896
sdv-id-INCkFl,sdv-pii-5a3qf,2022-04-06,2022-05-20,11,Approved,61266,25749,6.25,180,51.8,59.2,Education Expenses,795,74230,278339
sdv-id-CdTOhM,sdv-pii-r6k6n,2022-02-10,,14,Approved,53730,56655,6.25,360,43.9,49.8,Debt Consolidation,789,91152,325769
sdv-id-mfvRqv,sdv-pii-o1llh,2024-07-23,2024-02-04,11,Approved,98394,22611,6.25,240,64.6,72.7,Home Improvement,795,108290,463579
sdv-id-ofZjmn,sdv-pii-13y6b,2022-08-28,2022-12-27,14,Pending,50902,2906,6.19,180,66.1,76.8,Debt Consolidation,720,61666,272078
sdv-id-nLSNgp,sdv-pii-47xp6,2022-05-05,,13,Approved,101482,16843,6.25,360,64.5,71.2,Education Expenses,772,121219,318573
